Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Total Solar Radiation Rate per Area(Environment),Zone People Occupant Count(SPACE1-1)
18.0,83.0,2.25,0.0,0.0
18.0,83.0,2.375,0.0,0.0
18.0,83.0,2.5,0.0,0.0
17.75,82.75,2.775,0.0,0.0
17.5,82.5,3.05,0.0,0.0
17.25,82.25,3.325,0.0,0.0
17.0,82.0,3.6,0.0,0.0
16.75,83.5,3.725,0.0,0.0
16.5,85.0,3.85,0.0,0.0
16.25,86.5,3.975,0.0,0.0
16.0,88.0,4.1,0.0,0.0
16.0,88.0,4.35,0.0,0.0
16.0,88.0,4.6,0.0,0.0
16.0,88.0,4.85,0.0,0.0
16.0,88.0,5.1,0.0,0.0
15.75,89.5,3.825,0.0,0.0
15.5,91.0,2.55,0.0,0.0
15.25,92.5,1.275,0.0,0.0
15.0,94.0,0.0,0.0,0.0
14.75,95.5,1.275,0.0,0.0
14.5,97.0,2.55,0.0,0.0
14.25,98.5,3.825,0.0,0.0
14.0,100.0,5.1,22.0,0.0
14.25,98.5,4.85,33.0,0.0
14.5,97.0,4.6,44.0,0.0
14.75,95.5,4.35,138.5,0.0
15.0,94.0,4.1,233.0,0.0
15.25,94.0,4.1,327.5,0.0
15.5,94.0,4.1,422.0,0.0
15.75,94.0,4.1,462.5,0.0
16.0,94.0,4.1,503.0,0.0
16.5,91.25,3.975,543.5,0.0
17.0,88.5,3.85,584.0,0.0
17.5,85.75,3.725,628.75,0.0
18.0,83.0,3.6,673.5,0.0
18.5,81.75,3.85,718.25,11.0
19.0,80.5,4.1,763.0,11.0
19.5,79.25,4.35,766.5,11.0
20.0,78.0,4.6,770.0,11.0
20.5,75.75,4.6,773.5,11.0
21.0,73.5,4.6,777.0,11.0
21.5,71.25,4.6,782.75,11.0
22.0,69.0,4.6,788.5,11.0
22.25,66.0,4.6,794.25,11.0
22.5,63.0,4.6,800.0,11.0
22.75,60.0,4.6,784.5,11.0
23.0,57.0,4.6,769.0,11.0
23.25,57.0,4.975,753.5,8.8
23.5,57.0,5.35,738.0,8.8
23.75,57.0,5.725,740.25,8.8
24.0,57.0,6.1,742.5,8.8
24.0,56.25,6.374999999999999,744.75,4.4
24.0,55.5,6.65,747.0,4.4
24.0,54.75,6.925000000000001,684.5,4.4
24.0,54.0,7.2,622.0,4.4
24.0,54.75,7.325,559.5,8.8
24.0,55.5,7.45,497.0,8.8
24.0,56.25,7.575,458.5,8.8
24.0,57.0,7.7,420.0,8.8
24.25,55.25,7.7,381.5,11.0
24.5,53.5,7.7,343.0,11.0
24.75,51.75,7.7,458.0,11.0
25.0,50.0,7.7,573.0,11.0
25.25,50.25,7.575,688.0,11.0
25.5,50.5,7.45,803.0,11.0
25.75,50.75,7.325,787.75,11.0
26.0,51.0,7.2,772.5,11.0
26.0,50.25,6.550000000000001,757.25,11.0
26.0,49.5,5.9,742.0,11.0
26.0,48.75,5.25,687.0,11.0
26.0,48.0,4.6,632.0,11.0
25.75,48.5,4.475,577.0,11.0
25.5,49.0,4.35,522.0,11.0
25.25,49.5,4.225,443.25,11.0
25.0,50.0,4.1,364.5,11.0
24.75,51.0,4.475,285.75,5.5
24.5,52.0,4.85,207.0,5.5
24.25,53.0,5.225,163.5,5.5
24.0,54.0,5.6,120.0,5.5
24.0,54.0,5.725,76.5,1.1
24.0,54.0,5.85,33.0,1.1
24.0,54.0,5.975,0.0,1.1
24.0,54.0,6.1,0.0,1.1
23.75,54.75,5.199999999999999,0.0,1.1
23.5,55.5,4.3,0.0,1.1
23.25,56.25,3.4,0.0,1.1
23.0,57.0,2.5,0.0,1.1
22.75,58.75,2.775,0.0,0.0
22.5,60.5,3.05,0.0,0.0
22.25,62.25,3.325,0.0,0.0
22.0,64.0,3.6,0.0,0.0
21.75,66.25,3.725,0.0,0.0
21.5,68.5,3.85,0.0,0.0
21.25,70.75,3.975,0.0,0.0
21.0,73.0,4.1,0.0,0.0
20.5,75.5,4.35,0.0,0.0
20.0,78.0,4.6,0.0,0.0
19.5,80.5,4.85,0.0,0.0
19.0,83.0,5.1,0.0,0.0
18.75,84.25,5.1,0.0,0.0
18.5,85.5,5.1,0.0,0.0
18.25,86.75,5.1,0.0,0.0
18.0,88.0,5.1,0.0,0.0
17.75,89.5,4.85,0.0,0.0
17.5,91.0,4.6,0.0,0.0
17.25,92.5,4.35,0.0,0.0
17.0,94.0,4.1,0.0,0.0
16.75,94.0,4.1,0.0,0.0
16.5,94.0,4.1,0.0,0.0
16.25,94.0,4.1,0.0,0.0
16.0,94.0,4.1,0.0,0.0
15.75,95.5,3.975,0.0,0.0
15.5,97.0,3.85,0.0,0.0
15.25,98.5,3.725,0.0,0.0
15.0,100.0,3.6,0.0,0.0
15.25,97.0,3.975,0.0,0.0
15.5,94.0,4.35,0.0,0.0
15.75,91.0,4.725,0.0,0.0
16.0,88.0,5.1,44.0,0.0
16.0,89.5,4.85,66.0,0.0
16.0,91.0,4.6,88.0,0.0
16.0,92.5,4.35,187.25,0.0
16.0,94.0,4.1,286.5,0.0
16.5,92.5,3.825,385.75,0.0
17.0,91.0,3.55,485.0,0.0
17.5,89.5,3.275,538.25,0.0
18.0,88.0,3.0,591.5,0.0
18.75,84.25,3.525,644.75,0.0
19.5,80.5,4.05,698.0,0.0
20.25,76.75,4.574999999999999,724.5,0.0
21.0,73.0,5.1,751.0,0.0
21.5,72.0,5.475,777.5,11.0
22.0,71.0,5.85,804.0,11.0
22.5,70.0,6.225,822.0,11.0
23.0,69.0,6.6,840.0,11.0
23.25,69.0,6.6,858.0,11.0
23.5,69.0,6.6,876.0,11.0
23.75,69.0,6.6,874.0,11.0
24.0,69.0,6.6,872.0,11.0
24.5,67.0,6.35,870.0,11.0
25.0,65.0,6.1,868.0,11.0
25.5,63.0,5.85,786.75,11.0
26.0,61.0,5.6,705.5,11.0
26.25,60.25,5.225,624.25,8.8
26.5,59.5,4.85,543.0,8.8
26.75,58.75,4.475,597.0,8.8
27.0,58.0,4.1,651.0,8.8
27.25,57.25,4.6,705.0,4.4
27.5,56.5,5.1,759.0,4.4
27.75,55.75,5.6,801.25,4.4
28.0,55.0,6.1,843.5,4.4
27.75,55.75,6.225,885.75,8.8
27.5,56.5,6.35,928.0,8.8
27.25,57.25,6.475,782.5,8.8
27.0,58.0,6.6,637.0,8.8
27.25,57.25,6.874999999999999,491.5,11.0
27.5,56.5,7.15,346.0,11.0
27.75,55.75,7.425000000000001,457.0,11.0
28.0,55.0,7.7,568.0,11.0
28.0,55.0,7.95,679.0,11.0
28.0,55.0,8.2,790.0,11.0
28.0,55.0,8.45,702.5,11.0
28.0,55.0,8.7,615.0,11.0
28.0,55.0,8.45,527.5,11.0
28.0,55.0,8.2,440.0,11.0
28.0,55.0,7.95,360.0,11.0
28.0,55.0,7.7,280.0,11.0
27.75,55.75,7.575,200.0,11.0
27.5,56.5,7.45,120.0,11.0
27.25,57.25,7.325,114.75,11.0
27.0,58.0,7.2,109.5,11.0
27.0,58.0,6.925000000000001,104.25,5.5
27.0,58.0,6.65,99.0,5.5
27.0,58.0,6.374999999999999,84.25,5.5
27.0,58.0,6.1,69.5,5.5
26.75,58.75,5.975,54.75,1.1
26.5,59.5,5.85,40.0,1.1
26.25,60.25,5.725,0.0,1.1
26.0,61.0,5.6,0.0,1.1
25.75,62.0,5.475,0.0,1.1
25.5,63.0,5.35,0.0,1.1
25.25,64.0,5.225,0.0,1.1
25.0,65.0,5.1,0.0,1.1
24.75,66.0,5.35,0.0,0.0
24.5,67.0,5.6,0.0,0.0
24.25,68.0,5.85,0.0,0.0
24.0,69.0,6.1,0.0,0.0
24.0,69.0,6.225,0.0,0.0
24.0,69.0,6.35,0.0,0.0
24.0,69.0,6.475,0.0,0.0
24.0,69.0,6.6,0.0,0.0
23.75,70.0,6.749999999999999,0.0,0.0
23.5,71.0,6.9,0.0,0.0
23.25,72.0,7.050000000000001,0.0,0.0
23.0,73.0,7.2,0.0,0.0
22.75,74.25,7.050000000000001,0.0,0.0
22.5,75.5,6.9,0.0,0.0
22.25,76.75,6.749999999999999,0.0,0.0
22.0,78.0,6.6,0.0,0.0
21.5,80.5,6.749999999999999,0.0,0.0
21.0,83.0,6.9,0.0,0.0
20.5,85.5,7.050000000000001,0.0,0.0
20.0,88.0,7.2,0.0,0.0
20.0,88.0,7.325,0.0,0.0
20.0,88.0,7.45,0.0,0.0
20.0,88.0,7.575,0.0,0.0
20.0,88.0,7.7,0.0,0.0
19.75,89.5,7.425000000000001,0.0,0.0
19.5,91.0,7.15,0.0,0.0
19.25,92.5,6.874999999999999,0.0,0.0
19.0,94.0,6.6,0.0,0.0
19.0,94.0,6.749999999999999,0.0,0.0
19.0,94.0,6.9,0.0,0.0
19.0,94.0,7.050000000000001,0.0,0.0
19.0,94.0,7.2,40.5,0.0
19.0,94.0,7.050000000000001,60.75,0.0
19.0,94.0,6.9,81.0,0.0
19.0,94.0,6.749999999999999,182.0,0.0
19.0,94.0,6.6,283.0,0.0
19.5,92.5,6.35,384.0,0.0
20.0,91.0,6.1,485.0,0.0
20.5,89.5,5.85,537.25,0.0
21.0,88.0,5.6,589.5,0.0
21.25,86.75,5.6,641.75,0.0
21.5,85.5,5.6,694.0,0.0
21.75,84.25,5.6,726.25,0.0
22.0,83.0,5.6,758.5,0.0
22.5,83.0,5.475,790.75,11.0
23.0,83.0,5.35,823.0,11.0
23.5,83.0,5.225,838.75,11.0
24.0,83.0,5.1,854.5,11.0
24.5,82.0,5.225,870.25,11.0
25.0,81.0,5.35,886.0,11.0
25.5,80.0,5.475,903.0,11.0
26.0,79.0,5.6,920.0,11.0
26.25,77.75,5.725,937.0,11.0
26.5,76.5,5.85,954.0,11.0
26.75,75.25,5.975,958.25,11.0
27.0,74.0,6.1,962.5,11.0
27.5,72.0,5.85,966.75,8.8
28.0,70.0,5.6,971.0,8.8
28.5,68.0,5.35,955.5,8.8
29.0,66.0,5.1,940.0,8.8
29.0,64.0,5.625,924.5,4.4
29.0,62.0,6.15,909.0,4.4
29.0,60.0,6.675000000000001,907.5,4.4
29.0,58.0,7.2,906.0,4.4
29.0,57.25,7.2,904.5,8.8
29.0,56.5,7.2,903.0,8.8
29.0,55.75,7.2,880.25,8.8
29.0,55.0,7.2,857.5,8.8
29.0,55.0,7.325,834.75,11.0
29.0,55.0,7.45,812.0,11.0
29.0,55.0,7.575,679.0,11.0
29.0,55.0,7.7,546.0,11.0
29.0,55.0,7.300000000000001,413.0,11.0
29.0,55.0,6.9,280.0,11.0
29.0,55.0,6.499999999999999,300.5,11.0
29.0,55.0,6.1,321.0,11.0
29.0,55.0,6.374999999999999,341.5,11.0
29.0,55.0,6.65,362.0,11.0
29.0,55.0,6.925000000000001,396.5,11.0
29.0,55.0,7.2,431.0,11.0
28.75,55.75,6.675000000000001,465.5,11.0
28.5,56.5,6.15,500.0,11.0
28.25,57.25,5.625,387.5,11.0
28.0,58.0,5.1,275.0,11.0
27.75,59.0,4.725,162.5,5.5
27.5,60.0,4.35,50.0,5.5
27.25,61.0,3.975,41.0,5.5
27.0,62.0,3.6,32.0,5.5
26.75,62.75,3.2,23.0,1.1
26.5,63.5,2.8,14.0,1.1
26.25,64.25,2.4,0.0,1.1
26.0,65.0,2.0,0.0,1.1
25.75,66.0,2.0,0.0,1.1
25.5,67.0,2.0,0.0,1.1
25.25,68.0,2.0,0.0,1.1
25.0,69.0,2.0,0.0,1.1
24.0,72.5,1.5,0.0,0.0
23.0,76.0,1.0,0.0,0.0
22.0,79.5,0.5,0.0,0.0
21.0,83.0,0.0,0.0,0.0
20.75,84.25,0.0,0.0,0.0
20.5,85.5,0.0,0.0,0.0
20.25,86.75,0.0,0.0,0.0
20.0,88.0,0.0,0.0,0.0
20.25,86.75,1.025,0.0,0.0
20.5,85.5,2.05,0.0,0.0
20.75,84.25,3.075,0.0,0.0
21.0,83.0,4.1,0.0,0.0
20.5,85.75,3.975,0.0,0.0
20.0,88.5,3.85,0.0,0.0
19.5,91.25,3.725,0.0,0.0
19.0,94.0,3.6,0.0,0.0
19.25,92.5,3.6,0.0,0.0
19.5,91.0,3.6,0.0,0.0
19.75,89.5,3.6,0.0,0.0
20.0,88.0,3.6,0.0,0.0
19.75,89.5,3.325,0.0,0.0
19.5,91.0,3.05,0.0,0.0
19.25,92.5,2.775,0.0,0.0
19.0,94.0,2.5,0.0,0.0
19.0,94.0,2.375,0.0,0.0
19.0,94.0,2.25,0.0,0.0
19.0,94.0,2.125,0.0,0.0
19.0,94.0,2.0,0.0,0.0
19.0,94.0,2.125,0.0,0.0
19.0,94.0,2.25,0.0,0.0
19.0,94.0,2.375,0.0,0.0
19.0,94.0,2.5,7.0,0.0
19.0,95.5,2.775,10.5,0.0
19.0,97.0,3.05,14.0,0.0
19.0,98.5,3.325,20.25,0.0
19.0,100.0,3.6,26.5,0.0
19.5,97.0,3.725,32.75,0.0
20.0,94.0,3.85,39.0,0.0
20.5,91.0,3.975,60.0,0.0
21.0,88.0,4.1,81.0,0.0
21.0,88.0,3.825,102.0,0.0
21.0,88.0,3.55,123.0,0.0
21.0,88.0,3.275,139.5,0.0
21.0,88.0,3.0,156.0,0.0
21.25,86.75,3.0,172.5,11.0
21.5,85.5,3.0,189.0,11.0
21.75,84.25,3.0,194.25,11.0
22.0,83.0,3.0,199.5,11.0
22.25,81.75,3.15,204.75,11.0
22.5,80.5,3.3,210.0,11.0
22.75,79.25,3.45,254.75,11.0
23.0,78.0,3.6,299.5,11.0
23.0,79.25,3.725,344.25,11.0
23.0,80.5,3.85,389.0,11.0
23.0,81.75,3.975,457.25,11.0
23.0,83.0,4.1,525.5,11.0
23.75,78.5,4.475,593.75,8.8
24.5,74.0,4.85,662.0,8.8
25.25,69.5,5.225,615.75,8.8
26.0,65.0,5.6,569.5,8.8
25.25,68.25,5.549999999999999,523.25,4.4
24.5,71.5,5.5,477.0,4.4
23.75,74.75,5.450000000000001,463.25,4.4
23.0,78.0,5.4,449.5,4.4
23.25,77.0,5.325000000000001,435.75,8.8
23.5,76.0,5.25,422.0,8.8
23.75,75.0,5.175,385.25,8.8
24.0,74.0,5.1,348.5,8.8
23.5,75.0,5.1,311.75,11.0
23.0,76.0,5.1,275.0,11.0
22.5,77.0,5.1,280.0,11.0
22.0,78.0,5.1,285.0,11.0
22.0,78.0,5.1,290.0,11.0
22.0,78.0,5.1,295.0,11.0
22.0,78.0,5.1,251.5,11.0
22.0,78.0,5.1,208.0,11.0
22.0,78.0,4.975,164.5,11.0
22.0,78.0,4.85,121.0,11.0
22.0,78.0,4.725,127.0,11.0
22.0,78.0,4.6,133.0,11.0
21.75,80.5,4.475,139.0,11.0
21.5,83.0,4.35,145.0,11.0
21.25,85.5,4.225,123.5,11.0
21.0,88.0,4.1,102.0,11.0
21.0,88.0,4.225,80.5,5.5
21.0,88.0,4.35,59.0,5.5
21.0,88.0,4.475,47.75,5.5
21.0,88.0,4.6,36.5,5.5
20.5,91.0,4.199999999999999,25.25,1.1
20.0,94.0,3.8,14.0,1.1
19.5,97.0,3.4,0.0,1.1
19.0,100.0,3.0,0.0,1.1
19.0,100.0,2.875,0.0,1.1
19.0,100.0,2.75,0.0,1.1
19.0,100.0,2.625,0.0,1.1
19.0,100.0,2.5,0.0,1.1
19.0,100.0,2.625,0.0,0.0
19.0,100.0,2.75,0.0,0.0
19.0,100.0,2.875,0.0,0.0
19.0,100.0,3.0,0.0,0.0
19.0,100.0,3.275,0.0,0.0
19.0,100.0,3.55,0.0,0.0
19.0,100.0,3.825,0.0,0.0
19.0,100.0,4.1,0.0,0.0
19.0,100.0,3.075,0.0,0.0
19.0,100.0,2.05,0.0,0.0
19.0,100.0,1.025,0.0,0.0
19.0,100.0,0.0,0.0,0.0
19.0,98.5,0.375,0.0,0.0
19.0,97.0,0.75,0.0,0.0
19.0,95.5,1.125,0.0,0.0
19.0,94.0,1.5,0.0,0.0
19.0,95.5,1.125,0.0,0.0
19.0,97.0,0.75,0.0,0.0
19.0,98.5,0.375,0.0,0.0
19.0,100.0,0.0,0.0,0.0
19.0,100.0,0.125,0.0,0.0
19.0,100.0,0.25,0.0,0.0
19.0,100.0,0.375,0.0,0.0
19.0,100.0,0.5,0.0,0.0
19.0,100.0,0.625,0.0,0.0
19.0,100.0,0.75,0.0,0.0
19.0,100.0,0.875,0.0,0.0
19.0,100.0,1.0,0.0,0.0
19.0,98.5,1.125,0.0,0.0
19.0,97.0,1.25,0.0,0.0
19.0,95.5,1.375,0.0,0.0
19.0,94.0,1.5,7.0,0.0
19.0,94.0,1.75,10.5,0.0
19.0,94.0,2.0,14.0,0.0
19.0,94.0,2.25,22.0,0.0
19.0,94.0,2.5,30.0,0.0
19.0,94.0,2.5,38.0,0.0
19.0,94.0,2.5,46.0,0.0
19.0,94.0,2.5,62.0,0.0
19.0,94.0,2.5,78.0,0.0
18.75,95.5,2.775,94.0,0.0
18.5,97.0,3.05,110.0,0.0
18.25,98.5,3.325,107.0,0.0
18.0,100.0,3.6,104.0,0.0
18.0,100.0,3.45,101.0,0.0
18.0,100.0,3.3,98.0,0.0
18.0,100.0,3.15,178.75,0.0
18.0,100.0,3.0,259.5,0.0
17.75,100.0,2.875,340.25,0.0
17.5,100.0,2.75,421.0,0.0
17.25,100.0,2.625,362.25,0.0
17.0,100.0,2.5,303.5,0.0
16.75,100.0,2.5,244.75,0.0
16.5,100.0,2.5,186.0,0.0
16.25,100.0,2.5,222.0,0.0
16.0,100.0,2.5,258.0,0.0
16.0,100.0,2.5,294.0,0.0
16.0,100.0,2.5,330.0,0.0
16.0,100.0,2.5,365.0,0.0
16.0,100.0,2.5,400.0,0.0
16.0,100.0,2.625,435.0,0.0
16.0,100.0,2.75,470.0,0.0
16.0,100.0,2.875,467.25,0.0
16.0,100.0,3.0,464.5,0.0
15.75,100.0,3.15,461.75,0.0
15.5,100.0,3.3,459.0,0.0
15.25,100.0,3.45,473.75,0.0
15.0,100.0,3.6,488.5,0.0
14.75,100.0,3.85,503.25,0.0
14.5,100.0,4.1,518.0,0.0
14.25,100.0,4.35,468.25,0.0
14.0,100.0,4.6,418.5,0.0
14.0,100.0,4.6,368.75,0.0
14.0,100.0,4.6,319.0,0.0
14.0,100.0,4.6,346.25,0.0
14.0,100.0,4.6,373.5,0.0
14.0,100.0,4.475,400.75,0.0
14.0,100.0,4.35,428.0,0.0
14.0,100.0,4.225,357.25,0.0
14.0,100.0,4.1,286.5,0.0
14.0,100.0,3.975,215.75,0.0
14.0,100.0,3.85,145.0,0.0
14.0,100.0,3.725,167.0,0.0
14.0,100.0,3.6,189.0,0.0
14.0,98.5,3.6,211.0,0.0
14.0,97.0,3.6,233.0,0.0
14.0,95.5,3.6,191.5,0.0
14.0,94.0,3.6,150.0,0.0
13.75,95.5,3.45,108.5,0.0
13.5,97.0,3.3,67.0,0.0
13.25,98.5,3.15,0.0,0.0
13.0,100.0,3.0,0.0,0.0
13.0,100.0,3.275,0.0,0.0
13.0,100.0,3.55,0.0,0.0
13.0,100.0,3.825,0.0,0.0
13.0,100.0,4.1,0.0,0.0
13.0,98.5,4.1,0.0,0.0
13.0,97.0,4.1,0.0,0.0
13.0,95.5,4.1,0.0,0.0
13.0,94.0,4.1,0.0,0.0
13.0,94.0,3.7,0.0,0.0
13.0,94.0,3.3,0.0,0.0
13.0,94.0,2.9,0.0,0.0
13.0,94.0,2.5,0.0,0.0
13.0,94.0,2.5,0.0,0.0
13.0,94.0,2.5,0.0,0.0
13.0,94.0,2.5,0.0,0.0
13.0,94.0,2.5,0.0,0.0
12.75,95.5,2.25,0.0,0.0
12.5,97.0,2.0,0.0,0.0
12.25,98.5,1.75,0.0,0.0
12.0,100.0,1.5,0.0,0.0
12.25,98.5,1.625,0.0,0.0
12.5,97.0,1.75,0.0,0.0
12.75,95.5,1.875,0.0,0.0
13.0,94.0,2.0,0.0,0.0
13.0,95.5,2.125,0.0,0.0
13.0,97.0,2.25,0.0,0.0
13.0,98.5,2.375,0.0,0.0
13.0,100.0,2.5,0.0,0.0
13.0,100.0,2.25,0.0,0.0
13.0,100.0,2.0,0.0,0.0
13.0,100.0,1.75,0.0,0.0
13.0,100.0,1.5,0.0,0.0
13.0,98.5,1.875,0.0,0.0
13.0,97.0,2.25,0.0,0.0
13.0,95.5,2.625,0.0,0.0
13.0,94.0,3.0,7.0,0.0
13.0,94.0,2.625,10.5,0.0
13.0,94.0,2.25,14.0,0.0
13.0,94.0,1.875,33.75,0.0
13.0,94.0,1.5,53.5,0.0
13.25,92.5,2.15,73.25,0.0
13.5,91.0,2.8,93.0,0.0
13.75,89.5,3.45,119.25,0.0
14.0,88.0,4.1,145.5,0.0
14.5,85.25,4.35,171.75,0.0
15.0,82.5,4.6,198.0,0.0
15.5,79.75,4.85,206.0,0.0
16.0,77.0,5.1,214.0,0.0
16.25,77.0,5.1,222.0,0.0
16.5,77.0,5.1,230.0,0.0
16.75,77.0,5.1,241.0,0.0
17.0,77.0,5.1,252.0,0.0
17.5,74.75,5.1,263.0,0.0
18.0,72.5,5.1,274.0,0.0
18.5,70.25,5.1,286.25,0.0
19.0,68.0,5.1,298.5,0.0
19.25,68.0,5.1,310.75,0.0
19.5,68.0,5.1,323.0,0.0
19.75,68.0,5.1,307.75,0.0
20.0,68.0,5.1,292.5,0.0
20.25,67.0,5.1,277.25,0.0
20.5,66.0,5.1,262.0,0.0
20.75,65.0,5.1,279.0,0.0
21.0,64.0,5.1,296.0,0.0
21.0,65.25,5.1,313.0,0.0
21.0,66.5,5.1,330.0,0.0
21.0,67.75,5.1,324.5,0.0
21.0,69.0,5.1,319.0,0.0
21.25,69.0,4.725,313.5,0.0
21.5,69.0,4.35,308.0,0.0
21.75,69.0,3.975,331.25,0.0
22.0,69.0,3.6,354.5,0.0
22.0,69.0,4.1,377.75,0.0
22.0,69.0,4.6,401.0,0.0
22.0,69.0,5.1,341.0,0.0
22.0,69.0,5.6,281.0,0.0
22.25,68.0,5.6,221.0,0.0
22.5,67.0,5.6,161.0,0.0
22.75,66.0,5.6,201.25,0.0
23.0,65.0,5.6,241.5,0.0
23.0,65.0,5.475,281.75,0.0
23.0,65.0,5.35,322.0,0.0
23.0,65.0,5.225,290.5,0.0
23.0,65.0,5.1,259.0,0.0
22.75,66.0,5.225,227.5,0.0
22.5,67.0,5.35,196.0,0.0
22.25,68.0,5.475,183.75,0.0
22.0,69.0,5.6,171.5,0.0
22.0,69.0,5.475,159.25,0.0
22.0,69.0,5.35,147.0,0.0
22.0,69.0,5.225,110.75,0.0
22.0,69.0,5.1,74.5,0.0
21.75,70.0,4.975,38.25,0.0
21.5,71.0,4.85,2.0,0.0
21.25,72.0,4.725,0.0,0.0
21.0,73.0,4.6,0.0,0.0
20.5,74.25,4.475,0.0,0.0
20.0,75.5,4.35,0.0,0.0
19.5,76.75,4.225,0.0,0.0
19.0,78.0,4.1,0.0,0.0
19.0,78.0,4.35,0.0,0.0
19.0,78.0,4.6,0.0,0.0
19.0,78.0,4.85,0.0,0.0
19.0,78.0,5.1,0.0,0.0
19.0,78.0,5.1,0.0,0.0
19.0,78.0,5.1,0.0,0.0
19.0,78.0,5.1,0.0,0.0
19.0,78.0,5.1,0.0,0.0
18.75,79.25,4.449999999999999,0.0,0.0
18.5,80.5,3.8,0.0,0.0
18.25,81.75,3.15,0.0,0.0
18.0,83.0,2.5,0.0,0.0
17.75,84.25,3.025,0.0,0.0
17.5,85.5,3.55,0.0,0.0
17.25,86.75,4.074999999999999,0.0,0.0
17.0,88.0,4.6,0.0,0.0
17.25,88.0,4.475,0.0,0.0
17.5,88.0,4.35,0.0,0.0
17.75,88.0,4.225,0.0,0.0
18.0,88.0,4.1,0.0,0.0
18.0,88.0,3.45,0.0,0.0
18.0,88.0,2.8,0.0,0.0
18.0,88.0,2.15,0.0,0.0
18.0,88.0,1.5,0.0,0.0
18.0,89.5,1.75,0.0,0.0
18.0,91.0,2.0,0.0,0.0
18.0,92.5,2.25,0.0,0.0
18.0,94.0,2.5,0.0,0.0
18.0,94.0,2.5,0.0,0.0
18.0,94.0,2.5,0.0,0.0
18.0,94.0,2.5,0.0,0.0
18.0,94.0,2.5,36.0,0.0
18.0,94.0,2.9,54.0,0.0
18.0,94.0,3.3,72.0,0.0
18.0,94.0,3.7,106.5,0.0
18.0,94.0,4.1,141.0,0.0
18.0,95.5,4.1,175.5,0.0
18.0,97.0,4.1,210.0,0.0
18.0,98.5,4.1,209.75,0.0
18.0,100.0,4.1,209.5,0.0
18.25,98.5,4.1,209.25,0.0
18.5,97.0,4.1,209.0,0.0
18.75,95.5,4.1,212.5,0.0
19.0,94.0,4.1,216.0,0.0
19.5,91.25,3.975,219.5,11.0
20.0,88.5,3.85,223.0,11.0
20.5,85.75,3.725,235.5,11.0
21.0,83.0,3.6,248.0,11.0
21.25,81.75,3.725,260.5,11.0
21.5,80.5,3.85,273.0,11.0
21.75,79.25,3.975,259.0,11.0
22.0,78.0,4.1,245.0,11.0
22.5,77.0,4.1,231.0,11.0
23.0,76.0,4.1,217.0,11.0
23.5,75.0,4.1,236.0,11.0
24.0,74.0,4.1,255.0,11.0
24.25,72.75,4.35,274.0,8.8
24.5,71.5,4.6,293.0,8.8
24.75,70.25,4.85,319.0,8.8
25.0,69.0,5.1,345.0,8.8
25.25,69.25,4.725,371.0,4.4
25.5,69.5,4.35,397.0,4.4
25.75,69.75,3.975,448.75,4.4
26.0,70.0,3.6,500.5,4.4
26.25,69.0,4.225,552.25,8.8
26.5,68.0,4.85,604.0,8.8
26.75,67.0,5.475,559.25,8.8
27.0,66.0,6.1,514.5,8.8
27.0,65.0,5.475,469.75,11.0
27.0,64.0,4.85,425.0,11.0
27.0,63.0,4.225,388.25,11.0
27.0,62.0,3.6,351.5,11.0
27.0,63.0,3.325,314.75,11.0
27.0,64.0,3.05,278.0,11.0
27.0,65.0,2.775,275.0,11.0
27.0,66.0,2.5,272.0,11.0
27.0,66.0,3.275,269.0,11.0
27.0,66.0,4.05,266.0,11.0
27.0,66.0,4.824999999999999,229.5,11.0
27.0,66.0,5.6,193.0,11.0
27.0,65.0,4.949999999999999,156.5,11.0
27.0,64.0,4.3,120.0,11.0
27.0,63.0,3.65,102.5,11.0
27.0,62.0,3.0,85.0,11.0
26.75,64.0,3.275,67.5,5.5
26.5,66.0,3.55,50.0,5.5
26.25,68.0,3.825,39.75,5.5
26.0,70.0,4.1,29.5,5.5
25.75,71.0,3.575,19.25,1.1
25.5,72.0,3.05,9.0,1.1
25.25,73.0,2.525,6.75,1.1
25.0,74.0,2.0,0.0,1.1
24.75,76.25,2.125,0.0,1.1
24.5,78.5,2.25,0.0,1.1
24.25,80.75,2.375,0.0,1.1
24.0,83.0,2.5,0.0,1.1
24.0,83.0,2.775,0.0,0.0
24.0,83.0,3.05,0.0,0.0
24.0,83.0,3.325,0.0,0.0
24.0,83.0,3.6,0.0,0.0
23.75,84.5,3.45,0.0,0.0
23.5,86.0,3.3,0.0,0.0
23.25,87.5,3.15,0.0,0.0
23.0,89.0,3.0,0.0,0.0
23.1,88.5,2.875,0.0,0.0
23.2,88.0,2.75,0.0,0.0
23.3,87.5,2.625,0.0,0.0
23.4,87.0,2.5,0.0,0.0
23.55,86.0,3.15,0.0,0.0
23.7,85.0,3.8,0.0,0.0
23.85,84.0,4.449999999999999,0.0,0.0
24.0,83.0,5.1,0.0,0.0
22.75,85.75,4.574999999999999,0.0,0.0
21.5,88.5,4.05,0.0,0.0
20.25,91.25,3.525,0.0,0.0
19.0,94.0,3.0,0.0,0.0
19.0,95.5,2.875,0.0,0.0
19.0,97.0,2.75,0.0,0.0
19.0,98.5,2.625,0.0,0.0
19.0,100.0,2.5,0.0,0.0
